EVENT_ID,PLAYER_ID,EARNINGS,ORIG_EARNINGS,CURRENCY,PLACEMENT
29843,72582,317,15,15.00000000,USD,0
29842,72582,8580,15,15.00000000,USD,0
29834,72582,317,12,12.50000000,USD,5
29853,72572,5414,60,60.00000000,USD,1
29854,72572,72,20,20.00000000,USD,2
29856,72572,4830,10,10.00000000,USD,4
29855,72572,9831,10,10.00000000,USD,3
29923,72434,882,20,25.00000000,AUD,3
29900,72646,10181,40,40.00000000,USD,3
29899,72646,4452,40,40.00000000,USD,2
29898,72646,9826,40,40.00000000,USD,1
29903,72646,4098,10,10.00000000,USD,6
29902,72646,9846,10,10.00000000,USD,5
29875,72583,317,15,15.00000000,USD,0
29874,72583,4388,15,15.00000000,USD,0
29873,72583,4723,30,30.00000000,USD,0
29872,72583,2289,15,15.00000000,USD,0
29871,72583,5118,65,65.00000000,USD,0
29870,72583,9846,15,15.00000000,USD,0
29869,72583,910,15,15.00000000,USD,0
29868,72583,8580,60,60.00000000,USD,0
29867,72583,4501,75,75.00000000,USD,0
29866,72583,1098,150,150.00000000,USD,0
29865,72583,422,145,145.00000000,USD,0
29857,72583,422,200,200.00000000,USD,1
29858,72583,4388,75,75.00000000,USD,2
29860,72583,5118,37,37.00000000,USD,4
29859,72583,4134,37,37.00000000,USD,3
29864,72583,4501,12,12.50000000,USD,8
29863,72583,1098,12,12.50000000,USD,7
29862,72583,8580,12,12.50000000,USD,6
29861,72583,317,12,12.50000000,USD,5
29901,72646,9475,10,10.00000000,USD,4
29876,72592,6347,50,50.00000000,USD,1
29877,72597,8106,50,50.00000000,USD,1
29878,72604,8106,35,35.00000000,USD,1
29879,72604,1301,15,15.00000000,USD,2
29880,72618,6937,42,150.00000000,PLN,1
29904,72651,35,75,75.00000000,USD,1
29905,72651,1660,25,25.00000000,USD,2
29881,72623,5414,15,15.00000000,USD,1
29882,72623,14569,10,10.00000000,USD,2
29883,72630,49,200,200.00000000,USD,1
29884,72630,186,150,150.00000000,USD,2
29886,72630,1658,75,75.00000000,USD,4
29885,72630,44,75,75.00000000,USD,3
29906,72688,41,15,15.00000000,USD,1
29907,72688,4452,10,10.00000000,USD,2
29887,72635,186,250,250.00000000,USD,1
29888,72635,44,150,150.00000000,USD,2
29890,72635,35,50,50.00000000,USD,4
29889,72635,4495,50,50.00000000,USD,3
29891,72474,4452,35,35.00000000,USD,1
29892,72474,10953,15,15.00000000,USD,2
29908,72707,4495,75,75.00000000,USD,1
29909,72707,5109,25,25.00000000,USD,2
29893,72645,10181,50,50.00000000,USD,1
29895,72645,9233,40,40.00000000,USD,3
29894,72645,5499,40,40.00000000,USD,2
29897,72645,8580,10,10.00000000,USD,5
29896,72645,13017,10,10.00000000,USD,4
29957,72818,575,160,160.00000000,USD,0
29910,72712,26,75,75.00000000,USD,1
29911,72712,1793,25,25.00000000,USD,2
29912,72719,4734,15,15.00000000,USD,1
29913,72719,5602,10,10.00000000,USD,2
29925,72740,1793,450,450.00000000,USD,1
29914,72725,4495,75,75.00000000,USD,1
29915,72725,13017,25,25.00000000,USD,2
29926,72740,575,250,250.00000000,USD,2
29928,72740,72,100,100.00000000,USD,4
29916,72695,10495,15,15.00000000,USD,1
29917,72695,1017,10,10.00000000,USD,2
29927,72740,251,100,100.00000000,USD,3
29932,72740,309,25,25.00000000,USD,8
29931,72740,1,25,25.00000000,USD,7
29918,72078,2453,162,125.00000000,GBP,1
29919,72078,121,78,60.00000000,GBP,2
29920,72078,768,19,15.00000000,GBP,3
29930,72740,5109,25,25.00000000,USD,6
29929,72740,4521,25,25.00000000,USD,5
29921,72434,9990,80,100.00000000,AUD,1
29922,72434,3501,40,50.00000000,AUD,2
29924,72434,4115,20,25.00000000,AUD,4
29933,72767,2289,35,35.00000000,USD,1
29934,72767,5118,15,15.00000000,USD,2
29935,72779,111,118,100.00000000,EUR,1
29936,72792,575,120,100.00000000,EUR,1
29937,72805,1301,119,100.00000000,EUR,1
29969,72834,4723,50,50.00000000,USD,1
29949,72818,575,200,200.00000000,USD,1
29950,72818,5847,75,75.00000000,USD,2
29952,72818,4723,37,37.00000000,USD,4
29951,72818,75,37,37.00000000,USD,3
29956,72818,5087,12,12.50000000,USD,8
29955,72818,72,12,12.50000000,USD,7
29954,72818,123,12,12.50000000,USD,6
29953,72818,111,12,12.50000000,USD,5
29968,72829,6347,50,50.00000000,USD,1
29967,72818,2170,15,15.00000000,USD,0
29966,72818,41,15,15.00000000,USD,0
29965,72818,72,20,20.00000000,USD,0
29964,72818,5847,30,30.00000000,USD,0
29963,72818,4452,35,35.00000000,USD,0
29962,72818,121,35,35.00000000,USD,0
29961,72818,214,45,45.00000000,USD,0
29960,72818,4723,55,55.00000000,USD,0
29959,72818,123,90,90.00000000,USD,0
29958,72818,111,100,100.00000000,USD,0
29986,72027,575,25,25.00000000,USD,5
29988,72027,35,25,25.00000000,USD,7
29987,72027,1098,25,25.00000000,USD,6
29989,72027,1301,25,25.00000000,USD,8
29985,72027,106,50,50.00000000,USD,4
29984,72027,111,100,100.00000000,USD,3
29983,72027,5847,200,200.00000000,USD,2
29982,72027,4495,500,500.00000000,USD,1
29991,72853,4198,20,20.00000000,USD,2
29990,72853,75,60,60.00000000,USD,1
30037,72906,1658,25,25.00000000,USD,4
29992,72853,72,5,5.00000000,USD,3
29993,72853,24,5,5.00000000,USD,4
30036,72906,1660,25,25.00000000,USD,3
30091,73137,13379,21,20.00000000,EUR,1
29994,72858,258,200,200.00000000,USD,1
29995,72858,75,100,100.00000000,USD,2
29997,72858,24,30,30.00000000,USD,4
29996,72858,1301,30,30.00000000,USD,3
30061,73011,7956,75,75.00000000,USD,1
30038,72909,2309,35,35.00000000,USD,1
30039,72909,8106,15,15.00000000,USD,2
30062,73011,8359,25,25.00000000,USD,2
30040,72887,41,15,15.00000000,USD,1
30017,72817,41,15,15.00000000,USD,0
30016,72817,121,15,15.00000000,USD,0
30015,72817,123,20,20.00000000,USD,0
30014,72817,575,20,20.00000000,USD,0
30013,72817,152,30,30.00000000,USD,0
30012,72817,4049,35,35.00000000,USD,0
30011,72817,4452,35,35.00000000,USD,0
30010,72817,26,40,40.00000000,USD,0
30009,72817,4723,45,45.00000000,USD,0
30008,72817,2170,65,65.00000000,USD,0
30007,72817,111,130,130.00000000,USD,0
30006,72817,485,150,150.00000000,USD,0
29998,72817,5414,200,200.00000000,USD,1
29999,72817,123,75,75.00000000,USD,2
30001,72817,575,37,37.00000000,USD,4
30000,72817,26,37,37.00000000,USD,3
30005,72817,4723,12,12.50000000,USD,8
30004,72817,111,12,12.50000000,USD,7
30003,72817,4452,12,12.50000000,USD,6
30002,72817,485,12,12.50000000,USD,5
30041,72887,11821,10,10.00000000,USD,2
30018,72864,258,60,60.00000000,USD,1
30019,72864,26,20,20.00000000,USD,2
30021,72864,72,5,5.00000000,USD,4
30020,72864,1301,5,5.00000000,USD,3
30022,72868,1098,15,15.00000000,USD,1
30023,72868,1301,10,10.00000000,USD,2
30092,73137,12231,16,15.00000000,EUR,2
30024,72878,44,200,200.00000000,USD,1
30025,72878,49,150,150.00000000,USD,2
30027,72878,4105,75,75.00000000,USD,4
30026,72878,6347,75,75.00000000,USD,3
30093,73137,6885,11,10.00000000,EUR,3
30086,73119,5437,119,100.00000000,EUR,1
30028,72884,962,15,15.00000000,USD,1
30029,72884,5803,10,10.00000000,USD,2
30063,73029,7679,50,50.00000000,USD,1
30044,72933,1467,40,40.00000000,USD,3
30030,72885,962,15,15.00000000,USD,1
30031,72885,462,10,10.00000000,USD,2
30043,72933,9233,40,40.00000000,USD,2
30042,72933,72,40,40.00000000,USD,1
30032,72886,962,15,15.00000000,USD,1
30033,72886,5615,10,10.00000000,USD,2
30064,73029,8359,30,30.00000000,USD,2
30065,73029,7882,20,20.00000000,USD,3
30047,72933,8106,10,10.00000000,USD,6
30046,72933,12125,10,10.00000000,USD,5
30034,72906,186,100,100.00000000,USD,1
30035,72906,48,50,50.00000000,USD,2
30045,72933,9687,10,10.00000000,USD,4
30048,72934,44,75,75.00000000,USD,1
30049,72934,1,25,25.00000000,USD,2
30087,73119,1058,42,35.00000000,EUR,2
30088,73119,12091,18,15.00000000,EUR,3
30050,72948,11821,15,15.00000000,USD,1
30051,72948,14569,10,10.00000000,USD,2
30066,73024,44,75,75.00000000,USD,1
30067,73024,106,25,25.00000000,USD,2
30052,72972,12125,30,30.00000000,USD,1
30053,72972,205,15,15.00000000,USD,2
30054,72972,14767,5,5.00000000,USD,3
30055,72973,12125,30,30.00000000,USD,1
30056,72973,1320,15,15.00000000,USD,2
30057,72973,12233,5,5.00000000,USD,3
30074,71787,9990,1968,1968.00000000,USD,1
30075,71787,4120,1514,1514.00000000,USD,2
30076,71787,4750,1135,1135.00000000,USD,3
30058,72974,12125,30,30.00000000,USD,1
30059,72974,5094,15,15.00000000,USD,2
30060,72974,7882,5,5.00000000,USD,3
30077,71787,8038,832,832.00000000,USD,4
30078,71787,904,605,605.00000000,USD,5
30068,71873,5087,590,500.00000000,EUR,1
30069,71873,5118,295,250.00000000,EUR,2
30070,71873,4521,177,150.00000000,EUR,3
30071,71873,4564,118,100.00000000,EUR,4
30079,71787,12125,605,605.00000000,USD,6
30081,71787,882,454,454.00000000,USD,8
30072,73051,6029,15,15.00000000,USD,1
30073,73051,11869,10,10.00000000,USD,2
30080,71787,2517,454,454.00000000,USD,7
30094,73137,11084,5,5.00000000,EUR,4
30082,73104,72,100,100.00000000,USD,1
30083,73104,58,50,50.00000000,USD,2
30089,73136,5437,42,150.00000000,PLN,1
30090,73136,6235,22,80.00000000,PLN,2
30084,73105,47,50,50.00000000,USD,1
30085,73105,1793,25,25.00000000,USD,2
30096,73138,12231,22,20.00000000,EUR,2
30097,73138,11797,11,10.00000000,EUR,3
30098,73138,11472,6,5.00000000,EUR,4
30095,73138,9023,34,30.00000000,EUR,1
30106,73187,1792,12,12.50000000,USD,2
30102,72968,5945,4628,30000.00000000,CNY,1
30103,72968,160,2314,15000.00000000,CNY,2
30104,72968,10115,1157,7500.00000000,CNY,3
30105,73187,5109,20,20.00000000,USD,1
30107,73187,4455,7,7.50000000,USD,3
30111,73186,72,120,100.00000000,EUR,1
30108,72559,5094,20,20.00000000,USD,1
30109,72559,5143,12,12.50000000,USD,2
30110,72559,5109,7,7.50000000,USD,3
30121,71443,214,2500,2500.00000000,USD,10
30117,71443,26,4000,4000.00000000,USD,6
30116,71443,23,4000,4000.00000000,USD,5
30120,71443,4452,2500,2500.00000000,USD,9
30114,71443,422,6500,6500.00000000,USD,3
30118,71443,485,4000,4000.00000000,USD,7
30115,71443,5847,6500,6500.00000000,USD,4
30113,71443,111,10000,10000.00000000,USD,2
30112,71443,4495,25000,25000.00000000,USD,1
30203,73403,3501,117,150.00000000,AUD,3
30186,71256,4452,42,150.00000000,PLN,1
30187,71256,6235,28,100.00000000,PLN,2
30188,71256,362,14,50.00000000,PLN,3
30163,73265,4625,40,40.00000000,USD,3
30162,73265,9233,40,40.00000000,USD,2
30161,73265,6029,40,40.00000000,USD,1
30166,73265,8410,10,10.00000000,USD,6
30165,73265,9475,10,10.00000000,USD,5
30164,73265,13017,10,10.00000000,USD,4
30167,73266,1793,75,75.00000000,USD,1
30168,73266,72,25,25.00000000,USD,2
30204,73403,4750,78,100.00000000,AUD,4
30119,71443,4105,4000,4000.00000000,USD,8
30127,71443,2170,2500,2500.00000000,USD,16
30126,71443,4734,2500,2500.00000000,USD,15
30122,71443,4521,2500,2500.00000000,USD,11
30125,71443,251,2500,2500.00000000,USD,14
30124,71443,58,2500,2500.00000000,USD,13
30123,71443,1098,2500,2500.00000000,USD,12
30129,71443,75,1000,1000.00000000,USD,18
30128,71443,5118,1000,1000.00000000,USD,17
30142,71443,4049,1000,1000.00000000,USD,31
30143,71443,2289,1000,1000.00000000,USD,32
30141,71443,4198,1000,1000.00000000,USD,30
30140,71443,9025,1000,1000.00000000,USD,29
30139,71443,2966,1000,1000.00000000,USD,28
30137,71443,145,1000,1000.00000000,USD,26
30138,71443,9990,1000,1000.00000000,USD,27
30136,71443,11820,1000,1000.00000000,USD,25
30135,71443,4120,1000,1000.00000000,USD,24
30134,71443,317,1000,1000.00000000,USD,23
30133,71443,123,1000,1000.00000000,USD,22
30132,71443,4723,1000,1000.00000000,USD,21
30131,71443,575,1000,1000.00000000,USD,20
30130,71443,5499,1000,1000.00000000,USD,19
30144,73210,6347,50,50.00000000,USD,1
30169,73273,4452,15,15.00000000,USD,1
30145,73215,6347,50,50.00000000,USD,1
30170,73273,11821,10,10.00000000,USD,2
30146,73220,44,200,200.00000000,USD,1
30147,73220,186,100,100.00000000,USD,2
30148,73220,1,50,50.00000000,USD,3
30149,73226,41,15,15.00000000,USD,1
30150,73226,11821,10,10.00000000,USD,2
30171,73291,184,75,75.00000000,USD,1
30172,73291,5980,25,25.00000000,USD,2
30151,72907,233,100,100.00000000,USD,1
30152,72907,47,50,50.00000000,USD,2
30154,72907,48,25,25.00000000,USD,4
30153,72907,1793,25,25.00000000,USD,3
30219,73484,7383,637,5000.00000000,NOK,1
30220,73484,9473,318,2500.00000000,NOK,2
30155,73249,111,180,150.00000000,EUR,1
30156,73249,41,60,50.00000000,EUR,2
30173,73297,233,75,75.00000000,USD,1
30174,73297,1660,25,25.00000000,USD,2
30157,73250,11821,15,15.00000000,USD,1
30158,73250,7379,10,10.00000000,USD,2
30159,73260,1098,50,50.00000000,USD,1
30160,73260,8580,10,10.00000000,USD,2
30222,73484,4426,96,750.00000000,NOK,4
30205,73395,12125,20,20.00000000,USD,1
30175,72865,26,60,60.00000000,USD,1
30176,72865,4452,20,20.00000000,USD,2
30178,72865,258,5,5.00000000,USD,4
30177,72865,72,5,5.00000000,USD,3
30179,73322,1098,15,15.00000000,USD,1
30180,73322,10181,10,10.00000000,USD,2
30206,73395,3501,12,12.50000000,USD,2
30207,73395,5109,7,7.50000000,USD,3
30181,73328,1098,75,75.00000000,USD,1
30182,73328,13017,25,25.00000000,USD,2
30183,73272,6937,42,150.00000000,PLN,1
30215,73454,7958,100,100.00000000,USD,1
30193,73380,4388,287,287.00000000,USD,1
30184,73344,8106,75,75.00000000,USD,1
30185,73344,12125,25,25.00000000,USD,2
30208,73438,58,119,100.00000000,EUR,1
30194,73380,5118,143,143.00000000,USD,2
30196,73380,8580,72,72.00000000,USD,4
30195,73380,13017,72,72.00000000,USD,3
30216,73454,9792,50,50.00000000,USD,2
30197,73404,4120,400,500.00000000,AUD,1
30198,73404,2517,200,250.00000000,AUD,2
30199,73404,4750,120,150.00000000,AUD,3
30200,73404,4115,80,100.00000000,AUD,4
30218,73454,7932,25,25.00000000,USD,4
30217,73454,10312,25,25.00000000,USD,3
30201,73403,9990,391,500.00000000,AUD,1
30202,73403,1467,196,250.00000000,AUD,2
30209,73447,4452,60,60.00000000,USD,1
30210,73447,8913,20,20.00000000,USD,2
30212,73447,6937,10,10.00000000,USD,4
30211,73447,6176,10,10.00000000,USD,3
30213,73473,251,50,50.00000000,USD,1
30214,73478,1793,50,50.00000000,USD,1
30221,73484,7230,96,750.00000000,NOK,3
30233,73110,186,100,100.00000000,USD,7
30236,72866,8913,5,5.00000000,USD,3
30227,73110,44,2100,2100.00000000,USD,1
30226,73484,10134,32,250.00000000,NOK,8
30225,73484,10132,32,250.00000000,NOK,7
30224,73484,11176,32,250.00000000,NOK,6
30223,73484,8923,32,250.00000000,NOK,5
30228,73110,47,1000,1000.00000000,USD,2
30229,73110,1662,750,750.00000000,USD,3
30230,73110,49,500,500.00000000,USD,4
30231,73110,29,275,275.00000000,USD,5
30232,73110,1658,275,275.00000000,USD,6
30235,72866,72,20,20.00000000,USD,2
30234,72866,58,60,60.00000000,USD,1
30237,72866,1301,5,5.00000000,USD,4
30239,73526,6937,10,10.00000000,USD,2
30238,73526,23,15,15.00000000,USD,1
30245,73592,2309,15,15.00000000,USD,2
30240,72908,1662,100,100.00000000,USD,1
30241,72908,44,50,50.00000000,USD,2
30243,72908,195,25,25.00000000,USD,4
30242,72908,6347,25,25.00000000,USD,3
30244,73592,5635,35,35.00000000,USD,1
30247,73603,962,10,10.00000000,USD,2
30246,73603,9537,15,15.00000000,USD,1
30328,73373,26,50,50.00000000,USD,11
30327,73373,63,50,50.00000000,USD,10
30333,73373,4734,25,25.00000000,USD,16
30270,70578,48,35299,40000000.00000000,KRW,1
30271,70578,110,13237,15000000.00000000,KRW,2
30273,70578,76,6619,7500000.00000000,KRW,4
30272,70578,309,6619,7500000.00000000,KRW,3
30276,70578,47,4412,5000000.00000000,KRW,7
30253,73609,72,40,40.00000000,USD,2
30252,73609,1792,40,40.00000000,USD,1
30255,73609,13017,10,10.00000000,USD,4
30254,73609,5590,10,10.00000000,USD,3
30274,70578,1793,4412,5000000.00000000,KRW,5
30275,70578,1662,4412,5000000.00000000,KRW,6
30256,73610,1660,75,75.00000000,USD,1
30257,73610,6937,25,25.00000000,USD,2
30277,70578,63,4412,5000000.00000000,KRW,8
30285,70578,1652,3530,4000000.00000000,KRW,16
30258,73616,13182,26,26.00000000,USD,1
30259,73616,10181,8,8.00000000,USD,2
30284,70578,186,3530,4000000.00000000,KRW,15
30283,70578,1517,3530,4000000.00000000,KRW,14
30260,73629,5432,15,15.00000000,USD,1
30261,73629,713,10,10.00000000,USD,2
30282,70578,106,3530,4000000.00000000,KRW,13
30281,70578,68,3530,4000000.00000000,KRW,12
30280,70578,125,3530,4000000.00000000,KRW,11
30279,70578,233,3530,4000000.00000000,KRW,10
30278,70578,44,3530,4000000.00000000,KRW,9
30301,70578,16,2647,3000000.00000000,KRW,32
30294,70578,24,2647,3000000.00000000,KRW,25
30295,70578,23,2647,3000000.00000000,KRW,26
30262,65040,10056,84,80.00000000,EUR,1
30263,65040,12010,42,40.00000000,EUR,2
30265,65040,4319,21,20.00000000,EUR,4
30264,65040,13375,21,20.00000000,EUR,3
30269,65040,13858,11,10.00000000,EUR,8
30268,65040,12316,11,10.00000000,EUR,7
30267,65040,13859,11,10.00000000,EUR,6
30266,65040,13851,11,10.00000000,EUR,5
30312,73689,10132,181,1500.00000000,NOK,1
30313,73689,8923,72,600.00000000,NOK,2
30315,73689,13540,30,250.00000000,NOK,4
30314,73689,14940,30,250.00000000,NOK,3
30330,73373,4501,25,25.00000000,USD,13
30331,73373,4105,25,25.00000000,USD,14
30316,73279,4564,375,375.00000000,USD,1
30317,73279,5414,180,180.00000000,USD,2
30364,70832,110,443,500000.00000000,KRW,7
30296,70578,713,2647,3000000.00000000,KRW,27
30297,70578,31,2647,3000000.00000000,KRW,28
30298,70578,49,2647,3000000.00000000,KRW,29
30299,70578,6459,2647,3000000.00000000,KRW,30
30300,70578,10115,2647,3000000.00000000,KRW,31
30293,70578,184,2647,3000000.00000000,KRW,24
30292,70578,1659,2647,3000000.00000000,KRW,23
30291,70578,177,2647,3000000.00000000,KRW,22
30290,70578,29,2647,3000000.00000000,KRW,21
30289,70578,458,2647,3000000.00000000,KRW,20
30288,70578,1,2647,3000000.00000000,KRW,19
30287,70578,35,2647,3000000.00000000,KRW,18
30286,70578,5847,2647,3000000.00000000,KRW,17
30332,73373,1658,25,25.00000000,USD,15
30366,70832,1652,443,500000.00000000,KRW,9
30344,73754,463,26,26.25000000,USD,1
30345,73754,13172,8,8.75000000,USD,2
30302,73635,14927,182,160.00000000,EUR,1
30303,73635,13936,91,80.00000000,EUR,2
30305,73635,14379,46,40.00000000,EUR,4
30304,73635,12010,46,40.00000000,EUR,3
30309,73635,10056,23,20.00000000,EUR,8
30308,73635,13851,23,20.00000000,EUR,7
30307,73635,8893,23,20.00000000,EUR,6
30306,73635,13859,23,20.00000000,EUR,5
30334,73721,1660,150,150.00000000,USD,1
30335,73721,23,50,50.00000000,USD,2
30310,73667,7956,75,75.00000000,USD,1
30311,73667,5635,25,25.00000000,USD,2
30365,70832,713,443,500000.00000000,KRW,8
30318,73373,125,1400,1400.00000000,USD,1
30319,73373,485,1100,1100.00000000,USD,2
30320,73373,44,500,500.00000000,USD,3
30321,73373,1793,300,300.00000000,USD,4
30325,73373,48,100,100.00000000,USD,8
30324,73373,186,100,100.00000000,USD,7
30323,73373,111,100,100.00000000,USD,6
30322,73373,23,100,100.00000000,USD,5
30326,73373,233,50,50.00000000,USD,9
30329,73373,47,50,50.00000000,USD,12
30336,73742,184,700,700.00000000,USD,1
30337,73742,4098,176,176.00000000,USD,2
30367,70832,1658,443,500000.00000000,KRW,10
30346,73759,106,35,35.00000000,USD,1
30347,73759,13017,15,15.00000000,USD,2
30338,73738,4115,398,500.00000000,AUD,1
30339,73738,9990,199,250.00000000,AUD,2
30340,73738,3501,120,150.00000000,AUD,3
30341,73738,5590,80,100.00000000,AUD,4
30361,70832,1662,1593,1800000.00000000,KRW,4
30363,70832,1660,1505,1700000.00000000,KRW,6
30358,70832,125,1770,2000000.00000000,KRW,1
30362,70832,29,1682,1900000.00000000,KRW,5
30352,70892,48,4236,4800000.00000000,KRW,5
30348,70892,309,14032,15900000.00000000,KRW,1
30349,70892,76,8648,9800000.00000000,KRW,2
30350,70892,186,6972,7900000.00000000,KRW,3
30351,70892,1659,4501,5100000.00000000,KRW,4
30353,70892,49,4236,4800000.00000000,KRW,6
30354,70892,1793,3795,4300000.00000000,KRW,7
30355,70892,233,3265,3700000.00000000,KRW,8
30356,70892,106,2559,2900000.00000000,KRW,9
30357,70892,79,2471,2800000.00000000,KRW,10
30359,70832,1517,1770,2000000.00000000,KRW,2
30360,70832,47,1859,2100000.00000000,KRW,3
30370,73810,5942,148,1000.00000000,CNY,3
30369,73810,13361,295,2000.00000000,CNY,2
30368,73810,8376,443,3000.00000000,CNY,1
30371,73815,145,441,3000.00000000,CNY,1
30374,73820,5635,441,3000.00000000,CNY,1
30379,73825,13408,148,1000.00000000,CNY,3
30377,73825,7956,445,3000.00000000,CNY,1
30489,73502,10115,437,500000.00000000,KRW,9
30380,73830,761,445,3000.00000000,CNY,1
30464,74028,1098,15,15.00000000,USD,1
30382,73830,12768,148,1000.00000000,CNY,3
30383,73809,10115,445,3000.00000000,CNY,1
30384,73809,8532,297,2000.00000000,CNY,2
30385,73809,8558,148,1000.00000000,CNY,3
30465,74028,10181,10,10.00000000,USD,2
30386,73846,8136,446,3000.00000000,CNY,1
30479,74090,5109,75,75.00000000,USD,1
30480,74090,10181,25,25.00000000,USD,2
30422,73901,5945,450,3000.00000000,CNY,1
30423,73901,14789,300,2000.00000000,CNY,2
30424,73901,7521,150,1000.00000000,CNY,3
30389,73851,310,446,3000.00000000,CNY,1
30390,73851,8872,298,2000.00000000,CNY,2
30466,74046,4495,75,75.00000000,USD,1
30392,73856,161,446,3000.00000000,CNY,1
30393,73856,13362,298,2000.00000000,CNY,2
30394,73856,5309,149,1000.00000000,CNY,3
30467,74046,1098,25,25.00000000,USD,2
30447,72905,48,250,250.00000000,USD,1
30448,72905,1660,150,150.00000000,USD,2
30395,73861,160,445,3000.00000000,CNY,1
30396,73861,14093,297,2000.00000000,CNY,2
30397,73861,15013,148,1000.00000000,CNY,3
30425,73906,14790,450,3000.00000000,CNY,1
30398,73799,12125,25,25.00000000,USD,1
30399,73799,5109,15,15.00000000,USD,2
30400,73799,14491,10,10.00000000,USD,3
30450,72905,1793,50,50.00000000,USD,4
30428,73798,75,120,100.00000000,EUR,1
30401,73866,249,445,3000.00000000,CNY,1
30404,73871,5114,445,3000.00000000,CNY,1
30405,73871,14784,297,2000.00000000,CNY,2
30406,73871,14786,148,1000.00000000,CNY,3
30449,72905,1658,50,50.00000000,USD,3
30407,73876,5933,445,3000.00000000,CNY,1
30408,73876,3610,297,2000.00000000,CNY,2
30451,73980,1098,10,10.00000000,USD,1
30429,73911,4452,60,60.00000000,USD,1
30410,73881,276,443,3000.00000000,CNY,1
30411,73881,14785,296,2000.00000000,CNY,2
30430,73911,6937,20,20.00000000,USD,2
30432,73911,72,10,10.00000000,USD,4
30431,73911,8913,10,10.00000000,USD,3
30413,73886,8427,443,3000.00000000,CNY,1
30415,73886,11996,148,1000.00000000,CNY,3
30433,73928,10353,50,50.00000000,USD,1
30416,73891,15049,450,3000.00000000,CNY,1
30417,73891,14783,300,2000.00000000,CNY,2
30418,73891,14792,150,1000.00000000,CNY,3
30452,73989,41,24,20.00000000,EUR,1
30419,73896,14791,450,3000.00000000,CNY,1
30434,73923,4495,50,50.00000000,USD,1
30435,73941,317,50,50.00000000,USD,1
30436,73942,12332,50,50.00000000,USD,1
30437,73943,246,50,50.00000000,USD,1
30453,73995,1793,75,75.00000000,USD,1
30454,73995,1660,25,25.00000000,USD,2
30455,74000,4564,384,384.71000000,USD,0
30438,72863,58,200,200.00000000,USD,1
30439,72863,26,100,100.00000000,USD,2
30441,72863,4452,30,30.00000000,USD,4
30440,72863,258,30,30.00000000,USD,3
30442,73948,23,15,15.00000000,USD,1
30443,73948,10675,10,10.00000000,USD,2
30444,73958,5592,201,800.00000000,PLN,1
30445,73958,4791,141,560.00000000,PLN,2
30446,73958,6235,60,240.00000000,PLN,3
30456,73994,26,122,450.00000000,PLN,1
30457,73994,4452,68,250.00000000,PLN,2
30459,73994,6937,41,150.00000000,PLN,4
30458,73994,58,41,150.00000000,PLN,3
30460,74007,1098,15,15.00000000,USD,1
30461,74007,1100,10,10.00000000,USD,2
30462,74018,7956,75,75.00000000,USD,1
30463,74018,13361,25,25.00000000,USD,2
30472,74055,44,4000,4000.00000000,USD,1
30473,74055,48,2000,2000.00000000,USD,2
30475,74055,4495,1500,1500.00000000,USD,4
30474,74055,49,1500,1500.00000000,USD,3
30476,74055,485,1000,1000.00000000,USD,5
30477,74055,1662,500,500.00000000,USD,6
30478,74055,111,500,500.00000000,USD,7
30507,74034,4105,175,175.00000000,USD,7
30500,74096,4521,118,100.00000000,EUR,1
30497,74062,5143,25,25.00000000,USD,1
30498,74062,12125,15,15.00000000,USD,2
30499,74062,5109,10,10.00000000,USD,3
30488,73502,110,873,1000000.00000000,KRW,8
30487,73502,125,873,1000000.00000000,KRW,7
30486,73502,1659,873,1000000.00000000,KRW,6
30485,73502,186,873,1000000.00000000,KRW,5
30481,73502,1662,10479,12000000.00000000,KRW,1
30482,73502,233,4366,5000000.00000000,KRW,2
30484,73502,48,2183,2500000.00000000,KRW,4
30483,73502,76,2183,2500000.00000000,KRW,3
30496,73502,35,437,500000.00000000,KRW,16
30493,73502,1517,437,500000.00000000,KRW,13
30494,73502,309,437,500000.00000000,KRW,14
30495,73502,1658,437,500000.00000000,KRW,15
30492,73502,49,437,500000.00000000,KRW,12
30491,73502,44,437,500000.00000000,KRW,11
30490,73502,106,437,500000.00000000,KRW,10
30508,74034,5414,175,175.00000000,USD,8
30506,74034,58,300,300.00000000,USD,6
30505,74034,68,300,300.00000000,USD,5
30504,74034,258,400,400.00000000,USD,4
30503,74034,214,500,500.00000000,USD,3
30502,74034,485,900,900.00000000,USD,2
30501,74034,1793,1600,1600.00000000,USD,1
30511,74140,10181,10,10.00000000,USD,3
30513,74140,9846,10,10.00000000,USD,5
30516,74140,6058,10,10.00000000,USD,8
30515,74140,13182,10,10.00000000,USD,7
30512,74140,13017,10,10.00000000,USD,4
30514,74140,13785,10,10.00000000,USD,6
30510,74140,9025,15,15.00000000,USD,2
30509,74140,8913,25,25.00000000,USD,1
30587,74352,13182,11,9.00000000,EUR,1
30588,74352,7138,6,5.00000000,EUR,2
30561,74061,13017,40,40.00000000,USD,3
30560,74061,11844,40,40.00000000,USD,2
30559,74061,9233,40,40.00000000,USD,1
30564,74061,5602,10,10.00000000,USD,6
30563,74061,9826,10,10.00000000,USD,5
30562,74061,6029,10,10.00000000,USD,4
30605,72753,575,700,700.00000000,USD,1
30606,72753,214,300,300.00000000,USD,2
30589,74361,1332,8,7.00000000,EUR,1
